0,1,2,3,4,5,6,7,8
83,1.702220069,-0.919194575,-0.718346874,0.500953007,-0.35803903,0.390965225,0.716052194,1.236077934
83.3,1.702220069,-0.919194575,-0.499561024,-0.996664354,-0.392653562,1.346511414,1.41974477,0.652807402
84,1.702220069,-0.919194575,-1.265311499,0.500953007,-0.786996327,0.037880286,0.349805941,0.909215766
84.1,1.702220069,-0.919194575,0.120332218,-0.996664354,-0.176874572,0.071189509,-0.297971896,-0.531197601
84.2,1.702220069,-0.919194575,0.521439609,0.500953007,-0.463606991,-0.319074334,-0.080127616,0.276049027
84.2,1.702220069,-0.919194575,-0.244310866,0.500953007,0.769294436,-1.332848174,-1.658313138,-1.912458751
85.4,1.702220069,-0.919194575,-1.629954583,-0.996664354,-0.695978001,-1.009918894,-1.481687617,-1.707178262
81.7,1.702220069,-0.919194575,-0.061989324,-0.996664354,-0.228782235,-0.779596394,-0.999019414,-1.066667562
82.4,1.702220069,-0.919194575,-0.390168099,0.500953007,1.909789317,-0.045338554,0.111307542,0.590176893
82.7,1.702220069,-0.919194575,2.125869176,1.249761688,0.035135312,3.12078674,2.590966535,1.740358387
83.1,1.702220069,-0.919194575,-0.353703791,0.500953007,0.023553319,-1.278228934,-1.287240236,-0.372632139
62.2,-0.781564079,-1.114352658,1.797690401,1.249761688,0.148148488,-0.319074334,-0.080127616,0.276049027
63.1,-0.781564079,-1.114352658,-0.390168099,-1.371068694,-0.165366076,1.4642641,1.732874822,1.362610897
63.2,-0.781564079,-1.114352658,0.740225459,-1.371068694,0.688283774,0.390965225,0.716052194,1.236077934
63.2,-0.781564079,-1.114352658,0.630832534,0.500953007,0.420130694,0.972839618,1.471087326,1.510711952
63.2,-0.781564079,-1.114352658,-0.134917941,-0.996664354,-0.382860717,0.506487853,1.575261476,0.91613002
63.5,-0.781564079,-1.114352658,-1.921669049,-2.494281715,-0.589401895,-1.007221339,-1.317641336,-1.12798043
63.6,-0.781564079,-1.114352658,-1.082989958,-1.745473034,-0.576242027,-1.278228934,-1.287240236,-0.372632139
76.2,0.87429202,-0.919194575,-0.827739799,-0.247855673,1.208524119,3.12078674,2.590966535,1.740358387
76.3,0.87429202,-0.919194575,-0.864204108,1.249761688,-0.442165487,-0.062221911,-0.390503118,1.14088882
76.5,0.87429202,-0.919194575,-0.171382249,1.249761688,-0.629060058,-0.215747413,0.084909298,0.577843989
77.1,0.87429202,-0.919194575,0.229725143,0.500953007,-0.214913562,-1.34863154,-0.95090981,-0.93793065
77.1,0.87429202,-0.919194575,0.594368226,-0.247855673,-0.149037365,1.346511414,1.41974477,0.652807402
77.2,0.87429202,-0.919194575,0.557903918,1.249761688,-0.463606991,-0.319074334,-0.080127616,0.276049027
77.3,0.87429202,-0.919194575,-1.447633041,-0.247855673,-0.05790037,-0.334850361,-0.013152868,-0.119486665
77.3,0.87429202,-0.919194575,0.375582376,-0.247855673,-0.684060347,-0.017471957,-0.455326042,0.168437789
78.6,0.87429202,-0.919194575,0.959011309,1.249761688,-0.422448349,-1.291941128,-1.122955434,-1.633259609
79,0.87429202,-0.919194575,-0.280775174,-0.247855673,-0.696037335,-0.658752831,-0.648639003,-0.531274498
79.2,0.87429202,-0.919194575,-0.864204108,-0.247855673,-0.655986898,-0.681725445,-0.484265148,-0.679073419
80.8,0.87429202,-0.919194575,-0.280775174,-0.247855673,-0.815476638,-1.278228934,-1.287240236,-0.372632139
60.6,-0.781564079,0.837228179,-0.244310866,-0.622260013,1.227249105,1.028251225,0.458784483,-0.527895721
60.7,-0.781564079,0.837228179,0.886082693,1.249761688,0.573679003,3.12078674,2.590966535,1.740358387
61.5,-0.781564079,0.837228179,-0.827739799,-0.996664354,-0.258186231,-0.528151548,-0.946511561,-0.735166125
61.5,-0.781564079,0.837228179,0.703761151,-0.622260013,0.345613852,-0.409824948,-0.676512158,-0.298956119
61.7,-0.781564079,0.837228179,-0.645418258,-0.996664354,-0.255290832,-1.089860338,-1.024272609,-1.231200666
61.8,-0.781564079,0.837228179,0.886082693,-2.119877374,-0.059039582,-0.10657238,-0.353475477,-0.268545982
62.2,-0.781564079,0.837228179,-1.557025966,-2.494281715,-0.221616221,-1.216659815,-0.942614424,-1.224890553
62.3,-0.781564079,0.837228179,-0.207846558,0.500953007,-0.170785966,0.037880286,0.349805941,0.909215766
63,-0.781564079,0.837228179,0.484975301,-0.622260013,-0.815476638,-0.486224956,-0.251763581,-0.364617011
63.1,-0.781564079,0.837228179,-0.718346874,-0.247855673,1.619589939,-0.681725445,-0.484265148,-0.679073419
81.4,1.702220069,-1.114352658,-0.317239483,0.500953007,1.697119674,3.12078674,2.590966535,1.740358387
81.9,1.702220069,-1.114352658,-2.067526283,-1.371068694,0.387025375,-0.486224956,-0.251763581,-0.364617011
82.4,1.702220069,-1.114352658,-0.681882566,0.875357347,1.007263256,-0.215747413,0.084909298,0.577843989
82.6,1.702220069,-1.114352658,-0.499561024,0.126548667,0.244623821,0.390965225,0.716052194,1.236077934
83,1.702220069,-1.114352658,0.193260834,-2.494281715,-0.258528337,-0.10657238,-0.353475477,-0.268545982
83.3,1.702220069,-1.114352658,-0.608953949,-1.745473034,-0.393018694,-1.994177321,-2.57255036,-3.180977573
83.4,1.702220069,-1.114352658,-1.666418891,-1.745473034,-0.44589493,-1.218243841,-1.567118776,-1.985442517
83.5,1.702220069,-1.114352658,-1.192382883,-1.745473034,-0.602230311,-0.681725445,-0.484265148,-0.679073419
83.6,1.702220069,-1.114352658,-0.025525016,-0.247855673,0.054467402,0.037880286,0.349805941,0.909215766
83.6,1.702220069,-1.114352658,0.266189451,0.126548667,-0.228782235,-0.779596394,-0.999019414,-1.066667562
63.4,-0.781564079,-0.919194575,1.141332851,-2.494281715,2.431278798,-1.216659815,-0.942614424,-1.224890553
63.7,-0.781564079,-0.919194575,-0.791275491,-1.745473034,-0.358272715,1.302381038,0.650430548,1.351281169
63.8,-0.781564079,-0.919194575,0.193260834,-0.247855673,0.228801426,-1.332848174,-1.658313138,-1.912458751
63.9,-0.781564079,-0.919194575,-0.207846558,-0.247855673,0.322881386,0.506487853,1.575261476,0.91613002
64.2,-0.781564079,-0.919194575,-0.207846558,-0.996664354,-0.750378785,-0.561531936,-0.652055086,-1.219265258
64.2,-0.781564079,-0.919194575,-0.608953949,-0.247855673,-0.586757834,-0.681725445,-0.484265148,-0.679073419
64.5,-0.781564079,-0.919194575,0.557903918,-0.247855673,-0.645860565,-0.319074334,-0.080127616,0.276049027
64.6,-0.781564079,-0.919194575,-0.645418258,-0.247855673,-0.739529143,-0.017471957,-0.455326042,0.168437789
64.9,-0.781564079,-0.919194575,-1.338240116,-0.247855673,-0.05790037,-0.334850361,-0.013152868,-0.119486665
64.9,-0.781564079,-0.919194575,-1.593490274,-0.247855673,-0.536369592,-0.597861208,-0.478010605,-0.107926899
66.1,-0.781564079,-0.919194575,-1.666418891,-2.494281715,-0.815476638,-0.10657238,-0.353475477,-0.268545982
66.1,-0.781564079,-0.919194575,-1.921669049,-0.247855673,-0.815476638,-1.089860338,-1.024272609,-1.231200666
61,-0.781564079,-0.724036491,-0.134917941,-0.247855673,1.057815807,-0.779596394,-0.999019414,-1.066667562
61.2,-0.781564079,-0.724036491,0.010939293,-1.745473034,0.316819149,-0.215747413,0.084909298,0.577843989
61.6,-0.781564079,-0.724036491,0.484975301,-0.247855673,1.57182069,-0.017471957,-0.455326042,0.168437789
62.1,-0.781564079,-0.724036491,0.193260834,-1.745473034,0.518541122,-0.409824948,-0.676512158,-0.298956119
62.7,-0.781564079,-0.724036491,0.229725143,-0.247855673,-0.301221286,-0.257570747,0.039432035,-0.058563962
62.9,-0.781564079,-0.724036491,-0.718346874,-0.247855673,0.237108183,-0.319074334,-0.080127616,0.276049027
63.6,-0.781564079,-0.724036491,-0.499561024,-2.494281715,-0.314482079,-1.34863154,-0.95090981,-0.93793065
63.7,-0.781564079,-0.724036491,1.433047318,-1.745473034,0.460203952,-0.062221911,-0.390503118,1.14088882
64,-0.781564079,-0.724036491,-0.827739799,-2.494281715,-0.815476638,-1.007221339,-1.317641336,-1.12798043
64.8,-0.781564079,-0.724036491,0.229725143,-1.745473034,-0.705827441,1.302381038,0.650430548,1.351281169
65.5,-0.781564079,-0.724036491,-1.958133358,-1.745473034,-0.414163167,-1.278228934,-1.287240236,-0.372632139
62.1,-0.781564079,-0.724036491,0.229725143,-0.247855673,-0.471960274,-0.320040357,-0.508904473,-0.324895866
62.2,-0.781564079,-0.724036491,0.302653759,1.249761688,-0.007178292,3.12078674,2.590966535,1.740358387
62.5,-0.781564079,-0.724036491,-0.207846558,-0.996664354,-0.53481612,1.028251225,0.458784483,-0.527895721
62.6,-0.781564079,-0.724036491,0.302653759,1.249761688,-0.556473341,-0.215747413,0.084909298,0.577843989
62.7,-0.781564079,-0.724036491,0.010939293,-0.247855673,-0.371183789,-1.009918894,-1.481687617,-1.707178262
62.7,-0.781564079,-0.724036491,-0.207846558,-0.247855673,-0.500294532,-0.260363581,-0.108409091,-0.600432131
62.9,-0.781564079,-0.724036491,0.375582376,-0.996664354,0.875304482,-0.10657238,-0.353475477,-0.268545982
63.2,-0.781564079,-0.724036491,-1.447633041,-0.996664354,-0.392544022,-1.216659815,-0.942614424,-1.224890553
63.4,-0.781564079,-0.724036491,0.886082693,-0.247855673,-0.653915602,1.346511414,1.41974477,0.652807402
63.7,-0.781564079,-0.724036491,-0.645418258,-0.247855673,-0.11438632,-0.681725445,-0.484265148,-0.679073419
64.6,-0.781564079,-0.724036491,3.037476884,1.249761688,-0.815476638,-0.017471957,-0.455326042,0.168437789
64.7,-0.781564079,-0.724036491,2.745762418,-0.247855673,-0.815476638,-0.257570747,0.039432035,-0.058563962
60,-0.781564079,-0.528878407,0.266189451,0.500953007,2.499821413,1.302381038,0.650430548,1.351281169
60.8,-0.781564079,-0.528878407,-0.025525016,-0.247855673,1.752201386,0.761536828,0.391450934,1.619818773
61.3,-0.781564079,-0.528878407,0.339118068,0.500953007,3.403493045,-0.257570747,0.039432035,-0.058563962
61.4,-0.781564079,-0.528878407,1.250725776,-0.247855673,-0.343457369,-0.319074334,-0.080127616,0.276049027
79.3,1.702220069,2.008176682,0.375582376,0.500953007,0.880197254,0.761536828,0.391450934,1.619818773
80.4,1.702220069,2.008176682,0.010939293,-0.996664354,1.057815807,1.302381038,0.650430548,1.351281169
81.6,1.702220069,2.008176682,-0.025525016,-0.247855673,-0.052571796,-0.10657238,-0.353475477,-0.268545982
81.7,1.702220069,2.008176682,1.578904551,-0.996664354,-0.380297489,-0.658752831,-0.648639003,-0.531274498
82,1.702220069,2.008176682,0.047403601,-1.745473034,-0.168973582,0.390965225,0.716052194,1.236077934
82.1,1.702220069,2.008176682,-1.593490274,-0.996664354,0.552527626,-0.062221911,-0.390503118,1.14088882
84,1.702220069,2.008176682,-0.572489641,-1.745473034,0.054467402,-1.009918894,-1.481687617,-1.707178262
84.1,1.702220069,2.008176682,2.563440876,-1.745473034,-0.387322632,-0.257570747,0.039432035,-0.058563962
84.3,1.702220069,2.008176682,0.120332218,-0.622260013,-0.190585112,-1.089860338,-1.024272609,-1.231200666
84.3,1.702220069,2.008176682,0.266189451,-0.996664354,-0.10672376,1.544189437,1.427009167,0.982346761
